question,level,btl,source
State advantages of numerical relays.,easy,2,srm
Explain the construction and working of pneumatic actuators.,medium,3,srm
What are access controls and how do they contribute to preventing 17 unauthorized access to network resources?,medium,4,srm
Compare different learning styles for educational effectiveness.,hard,5,devane
Explain Network stability.,easy,1,devane
Explain any two types of resistive transducers.,easy,2,devane
Define Bistability principle.,easy,1,srm
Name the main package where Struts classes are stored.,easy,2,srm
Explain data latching as it applies to function block inputs.,easy,2,srm
Solve a mechanical engineering problem involving calculating the mechanical advantage of a machine.,medium,3,devane
resistance are 100 Ohms. When connected in parallel the effective value is 24. Determine the value of resistance R1 and R2. 18. How much current flows through a conductor of resistance 20 Ohm,medium,4,srm
along with neat sketches. 14. (i) Obtain the drain current in three different regionss of,medium,3,srm
"Explain the trading behavior of hedger, speculator and arbitrageur.",easy,2,devane
Explain the TSS descriptor and its role in multitasking.,medium,4,devane
for effective visual communication 3 What do you mean by visuals? Explain visual elements with CO1,medium,3,srm
Define auxiliary supply in substations.,easy,1,srm
internal RAM? 10 Outline the features of 8051 microcontroller.,easy,2,srm
Briefly describe how riparian forests help in  reducing nitrate contamination in rivers reducing nitrate and streams.,easy,2,devane
A 4 pole DC shunt generator with lap connected armature has field and armature resistances as 50 Î© and 0.,medium,3,devane
Interpret reason for occurrence of restriking when Circuit breaker contacts 16,medium,3,srm
applications. 3 Examine the architecture of a smart city system enabled by IoT.,medium,3,srm
State the difference between an interrupt and a trap.,easy,2,srm
"Your company is implementing a bring-your-own-device (BYOD) policy for employees, allowing them to use personal devices for work purposes. Analyze the security risks associated with BYOD and compare the features of mobile device management (MDM) solutions such as MobileIron versus VMware Workspace ONE for enforcing security policies on employee devices.",medium,4,devane
Define morphing in animation.,easy,1,srm
Mention one advantage of fuel cells.,easy,1,srm
overcome? 14. What is the need for current limiting in regulated power supplies?,easy,2,srm
Compare different methods of employee training.,hard,5,devane
What is Chemical Vapour Deposition?,easy,2,srm
Point out the significance of parasitic effects.,easy,1,srm
Intersymbol Interference (ISI) in communication systems 17. Consider the input binary sequence 0010110 to a precoded,medium,4,srm
Retell the steps to perform a slump test for concrete workability?,easy,1,devane
What is vector magnetic potential? 3,easy,1,srm
induction machines. 17. Explain the purpose of conducting blocked rotor test.,medium,4,srm
Define contention-based MAC.,easy,1,srm
(ii) Compare and contrast – Perceptron and Support Vector Machines. How are genetic algorithm utilized for optimizing the 11,easy,2,srm
adders. 16. Relate logic style selection to low-voltage low-power operation.,easy,2,srm
Define priority queue.,easy,1,srm
Justify the necessity for process changes in Software Defect,hard,5,srm
Q.N BT Questions CO Competence o Level 1. Define black body radiation.,easy,1,srm
Define semantic image segmentation.,easy,1,srm
What are translucent materials?,easy,2,srm
waves. (i) Derive an expression for the wavelength of matter waves.,medium,3,srm
What is the condition for a random process to be ergodic in mean?,easy,1,srm
Assess the OpenFlow prospects.,easy,1,srm
Describe the process to carry out work sampling study.,easy,1,devane
(ii). How to start working with mining pools. (7) 17. Discuss briefly about the largest cryptocurrency mining pools in the,hard,5,srm
State the principle of galvanic skin resistance (GSR) measurement.,easy,1,srm
examples.(13) 15. Discuss about the classification of electrical transducers in detail.,easy,2,srm
engineering. 2 Express how VR system can be used for Entertainment,hard,6,srm
List out the advantages of fuzzy logic in Knowledge,hard,5,srm
Describe the process of memory allocation for a dynamic array in C++?,easy,1,devane
Define MMSE MUD in simple terms.,easy,1,srm
Describe the taste of a perfectly ripe mango.,easy,1,devane
"Compare the efficiency of different graph traversal algorithms (e.g., BFS, DFS, Dijkstra's) in finding shortest paths in weighted and unweighted graphs.",medium,4,devane
Judge the performance of a reinforcement learning algorithm for optimizing resource allocation in cloud computing environments.,hard,5,devane
"root, TLD, and authoritative servers. 11 Describe the components and message format of SNMP protocol.",easy,2,srm
List any two types of virtualization techniques.,easy,1,srm
Describe in detail about the effects of ionizing radiation.,medium,3,srm
superior to LMTD method. 12. Differentiate boiling and condensation.,easy,2,srm
Can you justify your choice of investment?,hard,5,devane
Discuss the fuzzy logic Control scheme for inverted pendulum,medium,3,srm
in a cogeneration process. 11. Tell the other name of cogeneration.,easy,1,srm
11. List down the uses of final classes,easy,2,srm
Represent any two fuzzy set operation using Venn diagram.,easy,2,srm
Select the appropriate methodology for a research project.,hard,5,devane
What is the purpose of PUK (Pin Unlock Key)?,easy,2,srm
List any two disadvantages of Electric Vehicles. 2,easy,2,srm
Point out the advantages of differential output.,medium,4,srm
State the principle of feature-based image registration. CO 4,easy,2,srm
What are the two problems of controlling a multivariable,easy,1,srm
Explain Power Usage Efficiency (PUE).,easy,2,srm
phase ac system. 8 List the advantages of closed loop speed control.,medium,3,srm
Draw a neat sketch of DC generator.,easy,1,devane
Illustrate a Java program to read entire line through keyboard.,easy,2,srm
b) AgTiO2. (6) 6. Explain in detail about Arc growth method.,medium,3,srm
What is concurrency control? Illustrate the two-phase locking protocol with an example.,medium,3,srm
Illustrate the process of osmosis using a simplified diagram.,medium,3,devane
What are medical sensors?,easy,1,srm
Justify the purpose of Bayesian networks.,easy,2,srm
What is the role of an activation function in a neural network?,easy,1,srm
Name a lite version of Bitcoin.,easy,1,srm
Define breaking capacity of a circuit breaker.,easy,1,srm
Estimate the risk of serious illness for consumers in different susceptible population groups,hard,5,devane
Define Canny edge detection and explain in detail about optimality of 2.,easy,1,srm
Outline the terminology of medical devices?,easy,2,srm
"Consider the elliptic curve E11 (1, 6); that is the curve is defined by y2=x3+x+6 with a module of P=11. Calculate",hard,5,srm
exchanger without fouling factor. 7. Define pool boiling . Give an example for it.,easy,1,srm
"Compare the various types of modulation index in amplitude modulation (AM), frequency modulation (FM), and phase modulation (PM).",easy,2,devane
IoT. Demonstrate how Zigbee communication supports low-power IoT,medium,3,srm
What is hybrid cloud?,easy,1,srm
- Explain the following: 16,easy,2,srm
Explain different types of flames with neat sketches in gas welding process.,easy,1,devane
Differentiate IMAP and SMTP.,easy,2,srm
What is the basic idea behind Hybrid OLAP (HOLAP).,easy,2,srm
Formulate the longitudinal component of magnetization CO 3,easy,2,srm
tools used in internet hacking. What is internet cracking? Discuss the techniques and B 7 tools used in internet cracking. 9 - Explain the concept of mail bombing. Discuss the 13,medium,3,srm
"two inputs X2 and X1 and one output Z. When X1=0, the output Z is to remain as 0 as long as X1 is 0. The first change in X2 that occurs while X1 is 1 will cause output Z to be 1. The output Z will remain 1 until X1 returns to 0. 2. Explain the internal architecture of a CPLD and",medium,4,srm
Interpret what happens to the impedance of a quarter-wave transformer,easy,2,srm
"IaaS, PaaS, and SaaS models.",hard,5,srm
(i) List the phases of software project management. Illustrate the (7) problems associated with software project.,medium,4,srm
Classify the types of relationships in the Scatterplots.,easy,2,srm
"o , 0o≤ ϕ≤360o. Compute the half power beamwidth and first null beamwidth in radians and in degrees. 5. (i) Outline the characteristics of the components",medium,4,srm
What is a resource-allocation graph?,easy,1,srm
Explain Generalized Hierarchies in alarms clustering technique,hard,5,srm
Define data abstraction and inheritance.,easy,1,srm
Compare the difference between batch and stochastic gradient descent.,easy,2,srm
